Time,Front Wheel Input,Front Wheel Ticks,Front Wheel Speed
166313,-50,8837,84.93
166955,-50,11194,84.93
167065,-50,11599,84.93
167175,-50,11999,82.64
167285,-50,12404,82.64
167395,-50,12810,84.93
167606,-50,13585,84.93
167716,-50,13987,84.93
167826,-50,14393,84.93
167936,-50,14799,84.93
169239,-50,19587,82.64
169349,50,19682,-75.75
169459,50,19277,-87.23
169569,50,18864,-87.23
169679,50,18451,-84.93
170321,50,16055,-84.93
170431,50,15644,-87.23
170541,50,15231,-87.23
170651,50,14816,-87.23
170761,50,14402,-87.23
171403,50,12003,-84.93
171513,50,11591,-87.23
171623,50,11176,-87.23
171733,50,10761,-87.23
171843,50,10349,-84.93
172485,50,7948,-84.93
172595,50,7534,-87.23
172705,50,7119,-87.23
172815,50,6704,-84.93
172925,50,6292,-87.23
174228,50,1409,-89.52
174338,-50,1165,55.09
174448,-50,1548,84.93
174558,-50,1947,82.64
174668,-50,2348,84.93
175310,-50,4695,84.93
175420,-50,5100,84.93
175530,-50,5507,87.23
175640,-50,5906,82.64
175750,-50,6309,84.93
176392,-50,8661,82.64
176502,-50,9068,84.93
176612,-50,9474,84.93
176722,-50,9875,82.64
176832,-50,10279,82.64
177474,-50,12632,84.93
177584,-50,13040,84.93
177694,-50,13445,84.93
177804,-50,13845,82.64
177914,-50,14250,84.93
179217,-50,19038,84.93
179327,50,19386,-9.18
179437,50,19024,-84.93
179547,50,18611,-84.93
179657,50,18200,-84.93
180299,50,15806,-84.93
180409,50,15394,-87.23
180519,50,14980,-84.93
180629,50,14565,-84.93
180739,50,14154,-84.93
181381,50,11754,-87.23
181491,50,11341,-87.23
181601,50,10926,-87.23
181711,50,10512,-84.93
181821,50,10101,-87.23
182463,50,7699,-84.93
182573,50,7284,-87.23
182683,50,6868,-87.23
182793,50,6456,-84.93
182903,50,6045,-87.23
184206,50,1160,-89.52
184316,50,746,-84.93
184426,-50,1007,82.64
184536,-50,1412,84.93
184646,-50,1813,82.64
185288,-50,4157,82.64
185398,-50,4562,84.93
185508,-50,4966,84.93
185618,-50,5373,84.93
185728,-50,5775,82.64
186370,-50,8123,84.93
186480,-50,8529,84.93
186590,-50,8935,87.23
